tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_Q,Pre_R,Pre_L
20,250,100,8,20,6,1.0,3.634795,5.3147793,3.0745764
20,250,100,8,20,6,25.75,40.85116,11.580698,2.9240324
20,250,100,8,20,6,50.5,41.260265,22.085438,2.8718824
20,250,100,8,20,6,75.25,34.82635,39.233974,2.8899055
20,250,100,8,20,6,100.0,29.851385,61.91453,2.941555
20,200,150,8,20,2,1.0,3.692964,6.59043,3.8735485
20,200,150,8,20,2,25.75,29.154343,21.960238,3.9571574
20,200,150,8,20,2,50.5,20.907495,58.30029,3.8415065
20,200,150,8,20,2,75.25,15.455355,116.885254,3.8207808
20,200,150,8,20,2,100.0,12.618276,191.88194,3.8534904
20,200,100,8,20,4,1.0,2.9918532,6.6291113,3.156572
20,200,100,8,20,4,25.75,36.633972,13.795941,3.1237652
20,200,100,8,20,4,50.5,37.644287,25.846165,3.0663657
20,200,100,8,20,4,75.25,31.352661,46.427925,3.078699
20,200,100,8,20,4,100.0,26.504984,74.04843,3.1236584
15,250,350,12,15,4,1.0,7.8838034,7.4192863,9.309325
15,250,350,12,15,4,25.75,4.3990855,286.8013,7.7980595
15,250,350,12,15,4,50.5,2.6960542,817.2956,6.9444265
15,250,350,12,15,4,75.25,2.1137974,1355.9814,6.062204
15,250,350,12,15,4,100.0,1.8738275,1810.648,5.3998737
20,200,350,8,15,4,1.0,6.5450416,6.595183,6.8700423
20,200,350,8,15,4,25.75,8.53748,122.23401,6.450074
20,200,350,8,15,4,50.5,4.965601,384.45844,6.016584
20,200,350,8,15,4,75.25,3.712026,727.28827,5.709935
20,200,350,8,15,4,100.0,3.1329198,1083.8844,5.4044604
20,250,250,12,20,4,1.0,7.9169683,5.361617,6.7557707
20,250,250,12,20,4,25.75,8.371265,121.434616,6.28314
20,250,250,12,20,4,50.5,4.834633,390.1608,5.94478
20,250,250,12,20,4,75.25,3.5692468,741.60706,5.5983987
20,250,250,12,20,4,100.0,2.988539,1104.2458,5.252244
20,250,350,8,20,6,1.0,7.276929,5.4864616,6.354196
20,250,350,8,20,6,25.75,9.598009,101.20232,6.0036387
20,250,350,8,20,6,50.5,5.4094715,333.05182,5.6780005
20,250,350,8,20,6,75.25,3.984871,647.43207,5.456598
20,250,350,8,20,6,100.0,3.3311515,986.6856,5.2311015
10,250,150,12,20,4,1.0,2.8779337,10.809222,4.9510283
10,250,150,12,20,4,25.75,16.496435,49.630077,5.060321
10,250,150,12,20,4,50.5,10.591923,141.64067,4.7281537
10,250,150,12,20,4,75.25,7.892657,279.18765,4.660503
10,250,150,12,20,4,100.0,6.5659204,446.59265,4.666885
15,250,350,8,15,2,1.0,5.9646463,6.881074,6.532225
15,250,350,8,15,2,25.75,9.034274,109.254105,6.1006227
15,250,350,8,15,2,50.5,5.273119,346.02597,5.7504907
15,250,350,8,15,2,75.25,3.9830017,659.3964,5.554827
15,250,350,8,15,2,100.0,3.3962846,986.32574,5.331439
15,250,150,12,15,2,1.0,4.326444,7.123839,4.9052963
15,250,150,12,15,2,25.75,16.431934,48.669323,4.942959
