tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_Q,Pre_R,Pre_L
20,200,300,8,15,4,75.25,4.759432,556.148,5.5983367
20,200,300,8,15,4,100.0,3.9558182,848.439,5.3416686
20,250,300,8,15,6,1.0,6.9771304,5.499812,6.1072383
20,250,300,8,15,6,25.75,10.826492,88.39061,5.914758
20,250,300,8,15,6,50.5,6.412062,282.3842,5.7064624
20,250,300,8,15,6,75.25,4.743151,544.38275,5.4611588
20,250,300,8,15,6,100.0,3.9125626,835.34094,5.201698
20,250,300,16,15,6,1.0,10.262407,6.4861116,10.593847
20,250,300,16,15,6,25.75,3.2185268,453.09753,9.013472
20,250,300,16,15,6,50.5,2.0930607,1100.339,7.2583346
20,250,300,16,15,6,75.25,1.7309234,1649.1334,6.03736
20,250,300,16,15,6,100.0,1.5933213,2057.326,5.217068
10,200,400,16,15,4,1.0,5.448024,15.70581,13.618196
10,200,400,16,15,4,25.75,2.1023772,742.52594,9.648625
10,200,400,16,15,4,50.5,1.5329787,1449.5532,7.0032425
10,200,400,16,15,4,75.25,1.4038175,1890.437,5.612888
10,200,400,16,15,4,100.0,1.4051509,2154.3367,4.817885
10,250,400,16,15,6,1.0,6.581819,12.911549,13.525227
10,250,400,16,15,6,25.75,2.1342754,730.4545,9.6357765
10,250,400,16,15,6,50.5,1.525743,1439.6089,6.9223666
10,250,400,16,15,6,75.25,1.3874459,1876.4385,5.506352
10,250,400,16,15,6,100.0,1.3859755,2132.833,4.704704
15,250,400,16,20,6,1.0,9.047327,8.888342,12.798559
15,250,400,16,20,6,25.75,2.3067238,668.09686,9.5252905
15,250,400,16,20,6,50.5,1.5893295,1382.4363,6.9244885
15,250,400,16,20,6,75.25,1.4111301,1846.4285,5.510781
15,250,400,16,20,6,100.0,1.3876139,2125.288,4.693603
10,200,450,8,15,6,1.0,3.9620705,13.648339,8.606412
10,200,450,8,15,6,25.75,5.159748,249.18608,7.9468555
10,200,450,8,15,6,50.5,3.237722,702.26,7.1658254
10,200,450,8,15,6,75.25,2.5335941,1198.5024,6.4222813
10,200,450,8,15,6,100.0,2.1978474,1661.3887,5.811508
15,250,450,16,20,6,1.0,9.301704,9.479223,14.033158
15,250,450,16,20,6,25.75,1.9383602,786.2407,9.419616
15,250,450,16,20,6,50.5,1.412232,1468.2972,6.5350475
15,250,450,16,20,6,75.25,1.3194715,1848.4485,5.1584687
15,250,450,16,20,6,100.0,1.3472862,2054.8406,4.406138
10,200,450,16,15,4,1.0,5.641395,16.503027,14.817341
10,200,450,16,15,4,25.75,1.7994155,850.18604,9.455587
10,200,450,16,15,4,50.5,1.3875471,1510.4072,6.6049647
10,200,450,16,15,4,75.25,1.3309798,1871.0465,5.267076
10,200,450,16,15,4,100.0,1.3765154,2070.338,4.5356784
20,200,500,12,20,4,1.0,9.2779255,8.356219,12.3390255
20,200,500,12,20,4,25.75,2.4921675,615.576,9.482042
20,200,500,12,20,4,50.5,1.7039578,1326.0358,7.121028
20,200,500,12,20,4,75.25,1.4842116,1832.5094,5.7524853
20,200,500,12,20,4,100.0,1.4309477,2161.824,4.9233866
20,250,500,16,20,6,1.0,11.199151,8.240779,14.688364
20,250,500,16,20,6,25.75,1.671791,869.6184,8.98574
20,250,500,16,20,6,50.5,1.2985251,1485.1016,6.077641
20,250,500,16,20,6,75.25,1.2761532,1786.0997,4.8208323
20,250,500,16,20,6,100.0,1.3473672,1936.2937,4.15219
15,200,500,8,15,2,1.0,6.0939546,9.642234,9.351842
15,200,500,8,15,2,25.75,4.427822,308.01187,8.429476
15,200,500,8,15,2,50.5,2.8425255,826.46326,7.403836
15,200,500,8,15,2,75.25,2.261505,1358.9817,6.5001655
15,200,500,8,15,2,100.0,1.9846449,1834.4529,5.7944098
10,250,550,8,15,6,1.0,5.5003986,11.345785,9.932279
10,250,550,8,15,6,25.75,3.8215287,370.71295,8.756248
10,250,550,8,15,6,50.5,2.4281816,970.4024,7.426116
10,250,550,8,15,6,75.25,1.9452592,1541.3759,6.34161
10,250,550,8,15,6,100.0,1.7366459,2010.7742,5.5576963
20,250,550,12,20,2,1.0,11.070543,7.4516735,13.129342
20,250,550,12,20,2,25.75,2.1541731,713.795,9.503797
20,250,550,12,20,2,50.5,1.5243453,1429.1912,6.865977
20,250,550,12,20,2,75.25,1.3810967,1879.9598,5.4914384
20,250,550,12,20,2,100.0,1.3745832,2147.0173,4.697064
10,200,550,16,20,2,1.0,6.0800586,17.597992,17.029078
10,200,550,16,20,2,25.75,1.4390616,992.7055,8.829638
10,200,550,16,20,2,50.5,1.221126,1531.7565,5.894932
10,200,550,16,20,2,75.25,1.2568932,1773.7751,4.7153115
10,200,550,16,20,2,100.0,1.3602936,1894.1581,4.100804
15,200,600,16,15,6,1.0,7.314383,14.497852,16.877247
15,200,600,16,15,6,25.75,1.3053702,1008.74945,8.138795
15,200,600,16,15,6,50.5,1.1739147,1464.311,5.417497
15,200,600,16,15,6,75.25,1.2518402,1654.1525,4.3796353
15,200,600,16,15,6,100.0,1.3845347,1744.0693,3.843153
15,250,600,12,20,6,1.0,9.4071,9.472203,14.181657
15,250,600,12,20,6,25.75,1.9074544,797.0834,9.397251
15,250,600,12,20,6,50.5,1.3925449,1483.9128,6.5124793
15,250,600,12,20,6,75.25,1.3039374,1864.8452,5.142957
15,250,600,12,20,6,100.0,1.3334877,2070.935,4.395169
20,200,600,8,15,6,1.0,8.503222,7.764684,10.508179
20,200,600,8,15,6,25.75,3.3969402,428.39993,8.994567
20,200,600,8,15,6,50.5,2.2278752,1051.4539,7.3826084
20,200,600,8,15,6,75.25,1.8310297,1606.4631,6.2212768
20,200,600,8,15,6,100.0,1.666171,2043.3763,5.4186125
20,200,650,8,20,2,1.0,8.763195,8.03573,11.207482
20,200,650,8,20,2,25.75,3.0359695,493.02982,9.251533
20,200,650,8,20,2,50.5,2.0058022,1169.7163,7.3943043
20,200,650,8,20,2,75.25,1.6712873,1736.7283,6.1389847
20,200,650,8,20,2,100.0,1.544362,2158.6926,5.305912
10,200,650,16,20,4,1.0,5.7246366,20.001595,18.223543
10,200,650,16,20,4,25.75,1.2110482,1044.5172,7.8184423
10,200,650,16,20,4,50.5,1.1400748,1445.3197,5.1930923
10,200,650,16,20,4,75.25,1.2460551,1603.7008,4.2264333
10,200,650,16,20,4,100.0,1.3967104,1677.7134,3.7294455
15,200,650,8,15,2,1.0,7.0615478,10.268437,11.540491
